Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-3333	A: Yes, you know, trying to see who knew where who [laughter] else lived and what have you and also gave them a little questionnaire to fill out as to what would be the most convenient time. We gave them a couple of choices there, uh, time and place, whether they would like to go back to our, quote, old hometown, or someplace in between [laughter] for all --	ditransitive	them	choice	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.3011847	myself	thrust
dat-3334	A: -- it was just, she gave her no time in jail, you know, all of these things and then, oh, there's we have these, we have people wondering around to-, with petitions trying to get the judge, //B: To get that judge recalled I would think.	ditransitive	her	time	P	N	1	myself-minute	myself	0.3515005	8	minute	0.69093436	myself	minute
dat-3335	A: Yeah. And, and, oh, of course, they, you know, the criminal case went up and, [breathing] and the judge gave the woman who shot her, shot the girl a, uh, uh, practically a suspended sentence. I mean it was -- //B: Oh, my goodness.	ditransitive	woman	sentence	N	N	14	man-jurisdiction	man	0.4708761	5	jurisdiction	0.63808936	man	jurisdiction
dat-3336	A: Uh, well, it's nice to talk with you. Um, I, I guess I'll go ahead and start off with, uh, I think that there's two things that could be done that are procedural to, uh, to help the budget. The first I believe in would be to give the President a line item veto, um.	ditransitive	president	veto	N	N	6	bush-thrust	bush	0.33560976	0	thrust	0.056755047	bush	thrust
dat-3337	B: -- at the same time. And from when I've done it, it does give you a good, a real good [laughter] workout. //A: [Laughter].	ditransitive	you	workout	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.48996788	anything	transfusion
dat-3338	B: -- say, basically, look, uh, I'll take care of mom and dad for you, but you have to give me a kind of a payment for doing that for you. //A: Right. //B: You know. So essentially it, it relieved them of the burden.	ditransitive	me	payment	P	N	1	myself-discount	myself	0.13377228	10	discount	0.5430093	myself	discount
dat-3339	B: -- hassle. //A: -- yeah. //B: Yeah, that's true. I mean, up here, they give you one, one of those containers and you put everything in it. //A: Uh-huh.	ditransitive	you	containers	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3340	B: [Laughter] Now that was a real nice benefit. It gave me a lot of flexibility. Uh, but, of course now, I've gone to zero amount of years in the company --	ditransitive	me	flexibility	P	N	1	myself-access	myself	0.13377228	1	access	0.07244606	myself	access
dat-3341	B: Uh-huh. //A: And, uh, the newspapers were giving her a very hard time on that although I always suspected it was something else and that was just something to bang on her about. //B: Yeah. Could be. Could be. How do you feel about, #about# --	ditransitive	her	time	P	N	1	myself-minute	myself	0.3515005	8	minute	0.69093436	myself	minute
dat-3342	B: Or, uh, maybe I say, well, you know, you paid five hundred bucks for this program, so send us twenty and we'll give you a really great upgrade. //A: [Laughter] Yeah. //B: [Laughter].	ditransitive	you	upgrade	P	N	10	anything-access	anything	0.28544724	1	access	0.1112123	anything	access
dat-3343	B: Uh-huh. #So it# -- //A: -- #And so,# //B: -- gives them a sense of identity. //A: Yeah, you walked in there and it didn't look like, uh, you know, how, yo-, you, you walk into some rooms and there's, it's completely generic. There's nothing, maybe a picture or two that belongs to that person and that's it.	ditransitive	them	sense	P	N	1	myself-experience	myself	0.32372108	6	experience	0.43089136	myself	experience
dat-3344	B: It was easy, you know, go over to some, uh, it was these people that lived in our neighborhood and I'd just go over there. Every Thursday night, they went to the theater. They had permanent tickets and they'd [give me, it was supposed to be two dollars an hour for two kids], but they would usually give me like five dollars more #at the end of the night.# //A: #Oh, wow.#	ditransitive	me	dollar	P	N	1	myself-worth	myself	0.13377228	9	worth	0.4736656	myself	worth
dat-3345	A: Uh-huh. //B: I really do. I think it'd be better that way and even at that, it would at least give the person time to look for another job #because# -- //A: #Uh-huh.# //B: -- they know that (( )) that there are problems and, you know, there are	ditransitive	person	time	N	N	14	man-minute	man	0.314142	8	minute	0.69093436	man	minute
dat-3346	A: out to the end of the street every Thursday so they can pick it up and haul it away [laughter]. //B: Uh-huh. That's is what everybody is complaining about. They gave us these big restorage bins -- //A: Uh-huh.	ditransitive	us	bin	P	N	1	myself-pat	myself	0.3100408	3	pat	0.278322	myself	pat
dat-3348	B: #I know.# It, it seems to be, be kind of, kind of scary, you know. Because you think of, uh, see my son's eighteen right now and he, he's, uh, [sigh] he wants to go into engineering. And the, the, the branches of engineering that he wants to go into is now kind of open and he's interested in, basically, three different areas. But, uh, it's difficult for me to try to give him any kind of advice or to advise him or anything like that. He needs to do his own course of investigation and, and see what he can do because who knows what's going to happen in another thirty years.	ditransitive	him	advice	P	N	1	myself-activity	myself	0.2585908	13	activity	0.18493389	myself	activity
dat-3349	B: I think that Discover Card has a good idea with, you know, giving you a little cash back incentive for each amount you, you purchase. As long as you don't go crazy trying to get cash back.	ditransitive	you	incentive	P	N	10	anything-discount	anything	0.28544724	10	discount	0.21658732	anything	discount
dat-3350	A: Yeah. //B: Well, you know, um, back then what they tried to do, you know, the (( )) would always try to stump Jesus, try to give him something that would contradict himself, //A: Right.	ditransitive	him	something	P	I	1	myself-one	myself	0.2585908	14	one	0.6481437	myself	one
dat-3351	B: And never to this extent though, you know, so, so it's like there is a struggle within me going do, do I [lipsmack] be open-minded and give them the benefit of the doubt which is kind of my basic personality. You know I, //A: Uh-huh.	ditransitive	them	benefit	P	N	1	myself-discount	myself	0.32372108	10	discount	0.37320468	myself	discount
dat-3352	the eighty-six team that, that, that they were. //A: Right. //B: I, I, that probably gives the readers a good shot for you this year or next year, I think, if, I think, the young talent really just has to build itself up. //A: Yeah, I mean, they've been, they've been young for a while, and they're	ditransitive	reader	shot	N	N	8	people-pat	people	0.3222729	3	pat	0.19696781	people	pat
dat-3353	B: Right. Yeah, I thought that it made you think about, um, you know, what happens when you die and everything and are there really angels and ghost and things. //A: Uh-huh. Uh-huh, it almost makes you kind of think about things. It gives you a different way of thinking, um, because, //B: #Yeah.#	ditransitive	you	way	P	N	10	anything-experience	anything	0.28544724	6	experience	0.14504115	anything	experience
dat-3354	B: (( )). //A: that doesn't make sense, does it? //B: Because he's good. And it's giving him an incentive to stay around, and, uh, he's been there for some-, twenty something years -- //A: Uh-huh.	ditransitive	him	incentive	P	N	1	myself-discount	myself	0.2585908	10	discount	0.21658732	myself	discount
dat-3355	A: Especially if your spouse will get in there with you and get dirty, yeah. //B: Yeah, exactly. I like things that, you know, two people can do, but I like the quiet of doing things away, you know, kind of gives you some space for yourself, and that's what I find in making the dolls and things, that it gives me something that I can create, and I like to crochet and knit. I made some afghans and that kind of stuff. I like doing things with my hands. //A: Uh-huh. Sounds like it.	ditransitive	me	something	P	I	1	myself-one	myself	0.13377228	14	one	0.6481437	myself	one
dat-3356	B: I know this year we took our Christmas tree they had a place, //A: Right. //B: in the park where you could go have your tree shredded and they gave you a little, um, seedling to plant, //A: Uh-huh.	ditransitive	you	seedling	P	N	10	anything-tang	anything	0.28544724	11	tang	0.6009376	anything	tang
dat-3357	B: And, uh, he's, he really likes it and, uh, and I think it's important because I think that, uh, you know, it gives him the interaction with the computer because it sure looks like that's going to be you-, you know, the big thing for a long time.	ditransitive	him	interaction	P	N	1	myself-activity	myself	0.2585908	13	activity	0.3258316	myself	activity
dat-3358	A: -- and, uh, and then after that then we have, then our, our, you know, spending money or whatever for miscellaneous things. But one thing that we've used, and it's, it's kind of good because it gives you kind of a savings plan sort of, and, uh, what it is we have a ledger, you know, just a, a book, and in it -- //B: Uh-huh.	ditransitive	you	plan	P	N	10	anything-thrust	anything	0.28544724	0	thrust	0.147214	anything	thrust
dat-3359	A: They're a pretty tree, but you just, when you walk up to them they're covered with thorns. So we're going to get a chain saw and limb it extensively so it gets the trees up overhead, //B: So it'll give you room to get under it, sure, //A: [Laughter] Yeah, because I can just see brushing up against it, that it would --	ditransitive	you	room	P	N	10	anything-drainage	anything	0.28544724	2	drainage	0.15986553	anything	drainage
dat-3360	A: people even wanting to play on their team. //B: Yeah. W-, w-, well, yeah. Uh, firing Tom Landry and hiring Jimmy Johnson what, what kind of, uh, uh, doesn't give you much respect for their team at all. Any t-, any team that, tha-, where the owner would fire Tom Landry, you know, is like one of the greatest coaches of all time. //A: Right. Right.	ditransitive	you	respect	P	N	10	anything-experience	anything	0.28544724	6	experience	0.29642057	anything	experience
dat-3361	B: That's right. And I also think the first thing they should have clarified was that the taxpayer will give you a hundred thousand dollars maximum, I don't care how many accounts you've got.	ditransitive	you	maximum	P	N	10	anything-minute	anything	0.28544724	8	minute	0.2550761	anything	minute
dat-3362	B:  Well are they going to beat, are they going to beat Oakland? //A:  Well now see that's a good question, I, that's, I don't know how Oakland's going to react to being, uh, swept in the World Series last year.  They couldtvery easily, uh, take that as a challenge.  Which is the way most teams nat-, you know, naturally do. //B:  Yeah. //A:  Uh, and, and, just go out and not give anybody a chance to beat them, so,	ditransitive	anybody	chance	I	N	10	anything-experience	anything	0.19971785	6	experience	0.13142924	anything	experience
